频率 (Hz)	电平 (dB)
2197.265625	-57.204529
2203.125000	-56.788177
2208.984375	-57.820309
2214.843750	-58.008694
2220.703125	-57.832542
2226.562500	-58.286797
2232.421875	-58.472355
2238.281250	-60.001736
2244.140625	-59.405079
2250.000000	-59.364792
2255.859375	-59.291756
2261.718750	-59.903553
2267.578125	-60.990032
2273.437500	-60.382515
2279.296875	-60.039982
2285.156250	-59.916885
2291.015625	-58.933102
2296.875000	-58.555523
2302.734375	-58.863697
2308.593750	-58.465847
2314.453125	-59.172108
2320.312500	-59.956139
2326.171875	-59.915665
2332.031250	-59.090862
2337.890625	-59.767040
2343.750000	-60.336437
2349.609375	-60.502819
2355.468750	-60.070549
2361.328125	-60.258541
2367.187500	-61.598545
2373.046875	-61.864639
2378.906250	-61.910881
2384.765625	-60.896599
2390.625000	-60.529427
2396.484375	-60.753159
2402.343750	-61.779350
2408.203125	-62.487183
2414.062500	-62.293030
2419.921875	-62.053497
2425.781250	-60.929478
2431.640625	-59.707073
2437.500000	-59.057541
2443.359375	-60.085907
2449.218750	-60.865490
2455.078125	-62.014774
2460.937500	-62.135349
2466.796875	-63.012840
2472.656250	-61.382584
2478.515625	-61.492939
2484.375000	-61.472950
2490.234375	-60.795258
2496.093750	-60.640717
2501.953125	-61.121132
2507.812500	-61.233406
2513.671875	-60.952602
2519.531250	-62.029652
2525.390625	-61.095154
2531.250000	-60.804680
2537.109375	-60.731228
2542.968750	-61.782505
2548.828125	-62.411007
2554.687500	-61.996136
2560.546875	-62.345547
2566.406250	-62.435505
2572.265625	-62.189991
2578.125000	-62.597092
2583.984375	-62.290676
2589.843750	-61.688457
2595.703125	-61.990185
2601.562500	-62.483475
2607.421875	-62.478661
2613.281250	-62.658154
2619.140625	-63.604908
2625.000000	-63.550228
2630.859375	-63.231445
2636.718750	-62.645649
2642.578125	-63.660431
2648.437500	-64.575447
2654.296875	-64.600578
2660.156250	-63.510181
2666.015625	-63.036587
2671.875000	-63.780674
2677.734375	-63.608009
2683.593750	-63.561775
2689.453125	-64.179947
2695.312500	-63.088673
2701.171875	-61.708096
2707.031250	-63.067738
2712.890625	-63.398895
2718.750000	-62.320469
2724.609375	-61.199913
2730.468750	-61.768303
2736.328125	-62.547630
2742.187500	-62.723373
2748.046875	-63.018024
2753.906250	-63.010967
2759.765625	-62.496864
2765.625000	-63.738514
2771.484375	-63.916363
2777.343750	-61.973293
2783.203125	-61.549202
2789.062500	-62.737148
2794.921875	-63.846371
2800.781250	-63.753971
2806.640625	-62.804626
2812.500000	-62.787998
2818.359375	-63.022228
2824.218750	-63.239639
2830.078125	-62.689518
2835.937500	-62.269073
2841.796875	-62.317829
2847.656250	-62.963081
2853.515625	-61.875568
2859.375000	-61.612595
2865.234375	-61.918404
2871.093750	-63.126453
2876.953125	-63.078388
2882.812500	-62.814743
2888.671875	-63.866611
2894.531250	-63.348217
2900.390625	-62.051044
2906.250000	-63.587944
2912.109375	-63.788612
2917.968750	-63.580509
2923.828125	-64.240677
2929.687500	-64.141823
2935.546875	-63.707523
2941.406250	-63.601604
2947.265625	-63.971645
2953.125000	-63.828613
2958.984375	-63.802074
2964.843750	-63.379253
2970.703125	-62.355049
2976.562500	-64.025902
2982.421875	-63.102165
2988.281250	-63.325954
2994.140625	-64.089340
3000.000000	-63.310982
3005.859375	-63.040573
3011.718750	-63.283615
3017.578125	-63.374149
3023.437500	-63.736313
3029.296875	-64.169655
3035.156250	-64.434219
3041.015625	-64.599182
3046.875000	-64.296387
3052.734375	-64.242996
3058.593750	-64.995651
3064.453125	-64.861053
3070.312500	-64.116295
3076.171875	-65.034630
3082.031250	-65.401848
3087.890625	-65.704231
3093.750000	-64.643463
3099.609375	-64.602264
3105.468750	-65.653893
3111.328125	-66.966225
3117.187500	-66.564262
3123.046875	-65.986160
3128.906250	-65.816093
3134.765625	-65.050911
3140.625000	-64.456863
3146.484375	-65.129761
3152.343750	-66.806160
3158.203125	-66.852913
3164.062500	-66.302330
3169.921875	-65.707207
3175.781250	-66.044334
3181.640625	-66.719040
3187.500000	-66.260239
3193.359375	-65.217201
3199.218750	-66.357155
3205.078125	-66.961098
3210.937500	-66.566452
3216.796875	-67.214653
3222.656250	-67.216141
3228.515625	-65.382088
3234.375000	-65.070389
3240.234375	-65.417427
3246.093750	-65.601997
3251.953125	-66.460907
3257.812500	-65.946953
3263.671875	-66.190903
3269.531250	-66.737122
3275.390625	-65.190239
3281.250000	-64.732521
3287.109375	-65.237625
3292.968750	-65.544899
3298.828125	-66.985703
3304.687500	-67.114372
3310.546875	-66.781181
3316.406250	-66.958664
3322.265625	-66.490158
3328.125000	-65.814438
3333.984375	-66.185600
3339.843750	-65.603439
3345.703125	-65.375359
3351.562500	-66.939743
3357.421875	-67.569183
3363.281250	-66.348740
3369.140625	-65.428673
3375.000000	-65.779488
3380.859375	-65.382919
3386.718750	-66.240715
3392.578125	-66.929962
3398.437500	-67.056358
3404.296875	-67.390198
3410.156250	-66.722603
3416.015625	-66.083038
3421.875000	-66.155273
3427.734375	-67.147202
3433.593750	-67.158623
3439.453125	-66.562805
3445.312500	-66.589973
3451.171875	-67.191360
3457.031250	-66.985489
3462.890625	-67.430786
3468.750000	-66.123627
3474.609375	-65.938515
3480.468750	-66.495369
3486.328125	-66.921349
3492.187500	-67.768974
3498.046875	-67.080856
3503.906250	-66.425461
3509.765625	-67.056007
3515.625000	-68.323799
3521.484375	-67.202553
3527.343750	-66.798218
3533.203125	-67.299088
3539.062500	-67.856018
3544.921875	-67.982338
3550.781250	-67.561531
3556.640625	-65.773018
3562.500000	-66.582924
3568.359375	-67.242699
3574.218750	-67.392662
3580.078125	-67.817261
3585.937500	-68.378632
3591.796875	-69.505791
3597.656250	-68.790573
3603.515625	-66.777466
3609.375000	-67.569168
3615.234375	-68.491493
3621.093750	-68.381180
3626.953125	-69.057037
3632.812500	-69.562958
3638.671875	-67.723923
3644.531250	-66.797737
3650.390625	-66.799232
3656.250000	-67.833870
3662.109375	-67.439743
3667.968750	-67.742317
3673.828125	-68.197418
3679.687500	-68.242920
3685.546875	-68.466331
3691.406250	-68.685410
3697.265625	-67.469460
3703.125000	-67.450081
3708.984375	-67.697639
3714.843750	-67.434647
3720.703125	-67.393822
3726.562500	-68.157440
3732.421875	-68.582718
3738.281250	-68.723907
3744.140625	-68.516098
3750.000000	-68.086639
3755.859375	-68.790993
3761.718750	-69.507668
3767.578125	-69.825401
3773.437500	-70.208534
3779.296875	-69.263855
3785.156250	-68.716980
3791.015625	-69.146317
3796.875000	-69.718849
3802.734375	-68.475166
3808.593750	-69.168388
3814.453125	-69.543945
3820.312500	-69.530159
3826.171875	-68.925499
3832.031250	-68.527145
3837.890625	-68.852188
3843.750000	-69.507278
3849.609375	-68.669769
3855.468750	-69.104065
3861.328125	-69.164551
3867.187500	-69.654945
3873.046875	-70.542114
3878.906250	-69.499924
3884.765625	-67.947800
3890.625000	-68.682098
3896.484375	-69.847794
3902.343750	-69.780624
3908.203125	-69.708984
3914.062500	-69.780685
3919.921875	-69.683823
3925.781250	-69.099464
3931.640625	-68.471519
3937.500000	-69.190933
3943.359375	-68.595871
3949.218750	-68.597389
3955.078125	-69.381935
3960.937500	-70.201080
3966.796875	-69.924904
3972.656250	-69.219902
3978.515625	-68.621933
3984.375000	-68.816559
3990.234375	-68.749405
3996.093750	-69.441940
4001.953125	-68.923340
4007.812500	-69.885315
4013.671875	-70.000137
4019.531250	-70.685791
4025.390625	-70.752480
4031.250000	-69.279350
4037.109375	-68.645973
4042.968750	-69.481064
4048.828125	-69.820206
4054.687500	-70.318413
4060.546875	-69.700111
4066.406250	-69.516014
4072.265625	-70.216232
4078.125000	-69.476395
4083.984375	-69.707970
4089.843750	-70.338020
4095.703125	-69.601402
4101.562500	-68.489677
4107.421875	-68.682770
4113.281250	-68.465363
4119.140625	-68.283554
4125.000000	-68.884407
4130.859375	-69.239830
4136.718750	-70.064232
4142.578125	-69.170815
4148.437500	-69.657791
4154.296875	-70.507782
4160.156250	-71.434891
4166.015625	-71.067635
4171.875000	-70.854813
4177.734375	-71.276405
4183.593750	-70.448349
4189.453125	-71.047409
4195.312500	-71.768959
4201.171875	-72.242920
4207.031250	-71.529976
4212.890625	-71.201591
4218.750000	-71.586578
4224.609375	-71.048744
4230.468750	-70.026077
4236.328125	-71.053650
4242.187500	-72.511322
4248.046875	-71.722145
4253.906250	-71.723152
4259.765625	-71.061333
4265.625000	-70.641899
4271.484375	-70.854385
4277.343750	-71.562378
4283.203125	-71.940697
4289.062500	-71.986488
4294.921875	-71.986153
4300.781250	-70.853218
4306.640625	-70.690697
4312.500000	-70.427124
4318.359375	-69.699928
4324.218750	-70.227417
4330.078125	-70.751617
4335.937500	-70.433685
4341.796875	-70.747841
4347.656250	-70.488495
4353.515625	-70.913490
4359.375000	-70.542702
4365.234375	-69.854881
4371.093750	-70.330696
4376.953125	-71.059158
4382.812500	-71.431839
4388.671875	-71.628868
4394.531250	-70.738327
4400.390625	-69.695496
4406.250000	-70.810120
4412.109375	-71.301216
4417.968750	-71.253983
4423.828125	-70.937119
4429.687500	-71.469063
4435.546875	-71.769150
4441.406250	-71.248650
4447.265625	-71.288925
4453.125000	-71.257927
4458.984375	-71.304726
4464.843750	-72.299355
4470.703125	-70.932846
4476.562500	-70.027779
4482.421875	-69.014320
4488.281250	-67.804939
4494.140625	-67.208244
4500.000000	-68.068390
4505.859375	-67.484390
4511.718750	-67.725937
4517.578125	-68.007431
4523.437500	-67.995506
4529.296875	-67.665367
4535.156250	-68.217499
4541.015625	-67.507484
4546.875000	-66.990318
4552.734375	-67.076569
4558.593750	-67.835922
4564.453125	-67.639366
4570.312500	-68.018616
4576.171875	-68.860649
4582.031250	-68.617218
4587.890625	-67.637291
4593.750000	-66.354088
4599.609375	-66.131485
4605.468750	-67.150383
4611.328125	-67.396614
4617.187500	-67.246513
4623.046875	-68.178596
4628.906250	-68.822289
4634.765625	-67.695518
4640.625000	-66.730255
4646.484375	-67.052963
4652.343750	-67.940880
4658.203125	-68.398338
4664.062500	-67.526184
4669.921875	-67.255119
4675.781250	-67.108704
4681.640625	-66.304672
4687.500000	-66.280846
4693.359375	-67.766617
4699.218750	-68.430260
4705.078125	-69.075333
4710.937500	-68.779236
4716.796875	-68.499977
4722.656250	-69.156700
4728.515625	-68.120552
4734.375000	-67.781700
4740.234375	-68.486526
4746.093750	-68.729401
4751.953125	-68.041878
4757.812500	-69.014359
4763.671875	-69.562485
4769.531250	-69.790764
4775.390625	-69.780037
4781.250000	-69.421585
4787.109375	-69.792725
4792.968750	-71.530579
4798.828125	-71.124763
4804.687500	-70.609924
4810.546875	-70.510353
4816.406250	-71.407585
4822.265625	-71.421516
4828.125000	-71.834908
4833.984375	-71.379784
4839.843750	-70.659561
4845.703125	-71.161278
4851.562500	-71.371246
4857.421875	-70.890663
4863.281250	-70.790817
4869.140625	-71.211716
4875.000000	-70.519188
4880.859375	-70.667480
4886.718750	-71.114655
4892.578125	-71.883919
4898.437500	-72.519211
4904.296875	-72.745186
4910.156250	-72.768578
4916.015625	-72.337654
4921.875000	-70.285881
4927.734375	-69.886917
4933.593750	-71.416161
4939.453125	-72.084480
4945.312500	-71.815010
4951.171875	-71.930237
4957.031250	-72.155876
4962.890625	-72.632767
4968.750000	-71.968430
4974.609375	-72.086517
4980.468750	-71.795471
4986.328125	-72.293724
4992.187500	-72.955544
4998.046875	-72.855370
5003.906250	-71.159210
5009.765625	-71.085205
5015.625000	-71.908508
5021.484375	-71.850281
5027.343750	-72.232193
5033.203125	-72.202560
5039.062500	-72.686119
5044.921875	-72.686279
5050.781250	-72.516708
5056.640625	-71.677139
5062.500000	-71.746696
5068.359375	-72.353127
5074.218750	-72.247711
5080.078125	-72.325294
5085.937500	-73.101074
5091.796875	-72.131638
5097.656250	-71.993904
5103.515625	-72.120529
5109.375000	-71.615021
5115.234375	-71.892685
5121.093750	-72.342461
5126.953125	-72.087128
5132.812500	-71.490814
5138.671875	-72.369255
5144.531250	-71.700638
5150.390625	-70.734291
5156.250000	-72.005974
5162.109375	-71.512383
5167.968750	-71.453972
5173.828125	-71.117027
5179.687500	-71.401543
5185.546875	-71.532921
5191.406250	-71.104713
5197.265625	-71.357819
5203.125000	-71.036247
5208.984375	-70.760826
5214.843750	-71.073471
5220.703125	-70.617493
5226.562500	-71.093422
5232.421875	-72.703194
5238.281250	-70.692390
5244.140625	-70.352081
5250.000000	-70.721245
5255.859375	-71.136917
5261.718750	-71.638077
5267.578125	-71.453476
5273.437500	-72.360413
5279.296875	-72.207657
5285.156250	-71.575325
5291.015625	-71.043541
5296.875000	-70.802094
5302.734375	-70.967476
5308.593750	-71.720055
5314.453125	-72.345428
5320.312500	-72.308327
5326.171875	-72.415474
5332.031250	-71.188858
5337.890625	-70.687256
5343.750000	-71.291092
5349.609375	-71.154198
5355.468750	-70.701439
5361.328125	-71.297951
5367.187500	-71.965393
5373.046875	-72.106697
5378.906250	-72.217178
5384.765625	-69.967148
5390.625000	-70.142914
5396.484375	-71.180405
5402.343750	-71.156609
5408.203125	-71.334137
5414.062500	-71.754547
5419.921875	-72.889542
5425.781250	-73.165909
5431.640625	-72.828667
5437.500000	-73.306190
5443.359375	-73.609306
5449.218750	-73.962273
5455.078125	-75.320015
5460.937500	-75.375488
5466.796875	-74.305107
5472.656250	-73.992630
5478.515625	-73.857101
5484.375000	-73.825951
5490.234375	-73.667877
5496.093750	-73.828430
5501.953125	-73.946861
5507.812500	-74.475723
5513.671875	-75.457001
5519.531250	-74.058769
5525.390625	-73.684082
5531.250000	-72.840866
5537.109375	-73.355034
5542.968750	-74.185181
5548.828125	-74.359528
5554.687500	-74.835197
5560.546875	-74.439613
5566.406250	-74.010185
5572.265625	-74.158760
5578.125000	-73.079704
5583.984375	-73.840820
5589.843750	-74.765640
5595.703125	-74.472443
5601.562500	-74.629364
5607.421875	-73.993484
5613.281250	-74.226570
5619.140625	-74.671844
5625.000000	-74.337692
5630.859375	-74.045929
5636.718750	-73.782639
5642.578125	-73.909950
5648.437500	-75.397324
5654.296875	-74.707306
5660.156250	-73.818756
5666.015625	-74.242455
5671.875000	-75.076256
5677.734375	-75.156746
5683.593750	-74.123459
5689.453125	-75.329300
5695.312500	-74.967896
5701.171875	-74.678032
5707.031250	-75.110596
5712.890625	-74.977760
5718.750000	-74.531784
5724.609375	-74.615601
5730.468750	-74.694595
5736.328125	-73.977837
5742.187500	-74.581802
5748.046875	-74.189255
5753.906250	-73.427063
5759.765625	-73.779152
5765.625000	-73.689316
5771.484375	-72.963173
5777.343750	-73.784607
5783.203125	-74.142670
5789.062500	-74.348099
5794.921875	-74.790207
5800.781250	-73.454720
5806.640625	-73.358749
5812.500000	-74.079910
5818.359375	-74.252151
5824.218750	-73.910866
5830.078125	-74.224625
5835.937500	-75.488106
5841.796875	-74.120018
5847.656250	-73.218735
5853.515625	-73.686020
5859.375000	-72.838814
5865.234375	-73.544243
5871.093750	-73.863945
5876.953125	-74.218704
5882.812500	-73.790405
5888.671875	-72.655067
5894.531250	-73.330971
5900.390625	-73.598572
5906.250000	-73.341400
5912.109375	-73.723457
5917.968750	-73.102066
5923.828125	-73.364647
5929.687500	-73.459801
5935.546875	-74.232056
5941.406250	-75.064796
5947.265625	-73.570175
5953.125000	-73.362617
5958.984375	-73.896027
5964.843750	-73.082802
5970.703125	-74.279137
5976.562500	-74.195740
5982.421875	-73.230026
5988.281250	-74.058594
5994.140625	-74.171265
6000.000000	-73.131210
6005.859375	-72.528854
6011.718750	-73.027817
6017.578125	-74.626190
6023.437500	-73.653778
6029.296875	-73.408035
6035.156250	-74.376213
6041.015625	-73.255478
6046.875000	-72.695221
6052.734375	-73.297745
6058.593750	-74.340736
6064.453125	-74.395729
6070.312500	-74.229614
6076.171875	-73.652550
6082.031250	-72.635330
6087.890625	-72.810745
6093.750000	-73.717209
6099.609375	-73.983528
6105.468750	-74.632721
6111.328125	-75.810005
6117.187500	-76.054375
6123.046875	-76.539047
6128.906250	-77.730530
6134.765625	-78.763908
6140.625000	-79.316856
6146.484375	-79.839882
6152.343750	-79.743835
6158.203125	-80.280922
6164.062500	-79.688354
6169.921875	-78.900795
6175.781250	-78.803001
6181.640625	-79.460037
6187.500000	-79.406448
6193.359375	-79.615776
6199.218750	-80.112862
6205.078125	-80.957161
6210.937500	-80.171814
6216.796875	-79.631042
6222.656250	-78.967590
6228.515625	-78.610962
6234.375000	-79.315063
6240.234375	-79.752197
6246.093750	-79.611763
6251.953125	-79.961380
6257.812500	-79.521667
6263.671875	-78.869484
6269.531250	-79.004013
6275.390625	-79.311722
6281.250000	-78.620575
6287.109375	-78.715553
6292.968750	-78.843849
6298.828125	-78.891609
6304.687500	-79.282143
6310.546875	-79.744118
6316.406250	-79.646370
6322.265625	-79.842972
6328.125000	-79.223373
6333.984375	-78.765869
6339.843750	-78.936722
6345.703125	-79.086052
6351.562500	-78.792442
6357.421875	-79.241592
6363.281250	-79.365623
6369.140625	-79.468643
6375.000000	-79.996811
6380.859375	-80.456917
6386.718750	-79.753395
6392.578125	-79.622711
6398.437500	-80.075241
6404.296875	-79.773529
6410.156250	-79.389717
6416.015625	-78.791451
6421.875000	-78.688553
6427.734375	-79.235626
6433.593750	-79.200325
6439.453125	-78.765999
6445.312500	-78.840103
6451.171875	-79.068192
6457.031250	-78.742752
6462.890625	-79.412392
6468.750000	-79.849564
6474.609375	-78.634056
6480.468750	-77.396942
6486.328125	-77.944771
6492.187500	-79.044922
6498.046875	-78.750282
6503.906250	-78.609261
6509.765625	-78.250984
6515.625000	-78.230171
6521.484375	-78.070038
6527.343750	-78.207024
6533.203125	-78.704704
6539.062500	-78.766365
6544.921875	-78.375687
6550.781250	-78.441887
6556.640625	-77.897575
6562.500000	-77.686333
6568.359375	-77.402489
6574.218750	-78.203339
6580.078125	-78.854088
6585.937500	-78.352982
6591.796875	-77.976395
6597.656250	-78.446167
6603.515625	-77.674911
6609.375000	-77.139877
6615.234375	-77.575447
6621.093750	-77.590034
6626.953125	-78.066895
6632.812500	-77.861488
6638.671875	-76.973938
6644.531250	-77.550461
6650.390625	-77.014725
6656.250000	-77.134315
6662.109375	-77.121277
6667.968750	-77.450455
6673.828125	-78.207848
6679.687500	-78.283813
6685.546875	-77.339340
6691.406250	-77.988068
6697.265625	-78.017693
6703.125000	-77.294807
6708.984375	-77.218880
6714.843750	-78.013031
6720.703125	-77.820114
6726.562500	-77.158348
6732.421875	-77.096344
6738.281250	-77.561523
6744.140625	-78.338501
6750.000000	-77.112022
6755.859375	-76.013290
6761.718750	-76.359299
6767.578125	-76.795860
6773.437500	-77.051064
6779.296875	-76.746147
6785.156250	-76.880951
6791.015625	-76.165840
6796.875000	-76.005127
6802.734375	-76.992546
6808.593750	-76.300240
6814.453125	-77.758621
6820.312500	-77.455811
6826.171875	-76.676575
6832.031250	-76.850586
6837.890625	-76.776222
6843.750000	-76.192009
6849.609375	-76.697563
6855.468750	-77.626526
6861.328125	-77.998833
6867.187500	-78.437355
6873.046875	-78.252632
6878.906250	-78.511971
6884.765625	-78.569839
6890.625000	-78.999512
6896.484375	-79.719177
6902.343750	-79.833176
